battery,camera,display,memory,name,price,processor,rating,reviews,warranty,logprice
5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.43 cm (6.47 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Y30 (Emerald Black, 128 GB)",14990,MediaTek Helio P35 Processor,4.3,89 Reviews,1 Year for Device and 6 Months for In-box Accessories,9.615138591096644
4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A12 (Black, 32 GB)",9990,MediaTek Helio P35 (MT6765V/CB) Processor,4.3,994 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.2093398716426
4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A12 (Black, 64 GB)",11490,MediaTek Helio P35 (MT6765V/CB) Processor,4.3,77 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.3492323708428
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Ruby Red, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Realme 5i (Aqua Blue, 64 GB)",10999,Qualcomm Snapdragon 665 2 GHz Processor,4.5,"20,062 Reviews",Sunrise Design,9.305559638557117
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Realme 5i (Aqua Blue, 128 GB)",11999,Qualcomm Snapdragon 665 (2 GHz) Processor,4.5,"20,062 Reviews",Sunrise Design,9.392578591964389
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Realme 5i (Forest Green, 128 GB)",11999,Qualcomm Snapdragon 665 (2 GHz) Processor,4.5,"20,062 Reviews",Sunrise Design,9.392578591964389
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Blue, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Black, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Black, 32 GB)",6999,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"67,674 Reviews",Dual Nano SIM slots and Memory Card Slot,8.85352256068954
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Sapphire, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Realme 5i (Forest Green, 64 GB)",10999,Qualcomm Snapdragon 665 2 GHz Processor,4.5,"20,062 Reviews",Sunrise Design,9.305559638557117
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Ruby, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Sapphire Blue, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Onyx Black, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
6000 mAh Li-ion Polymer Battery,16 MP + 5 MP + 2 MP + AI Lens | 16MP Front Camera,17.78 cm (7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Spark Power 2 (Ice Jadeite, 64 GB)",9999,MediaTek Helio P22 Octa Core Processor,4.3,"2,358 Reviews",18 W Fast Charging,9.21024036697585
5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C3 (Volcano Grey, 32 GB)",8999,Helio G70 Processor,4.5,"5,641 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.104868739033948
5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme C3 (Volcano Grey, 64 GB)",9999,Helio G70 Processor,4.5,"8,877 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Blue, 32 GB)",6999,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"67,674 Reviews",Dual Nano SIM slots and Memory Card Slot,8.85352256068954
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"POCO X2 (Matrix Purple, 128 GB)",18499,Qualcomm Snapdragon 730G Processor,4.5,"17,578 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.82547195555139
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Red, 128 GB)",11999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,9.392578591964389
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet Blue, 64 GB)",14999,MediaTek Helio G90T Processor,4.4,"7,062 Reviews",90 Hz Ultra Smooth Display,9.61573881119536
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Blue, 128 GB)",11999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,9.392578591964389
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Purple, 64 GB)",10999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,9.305559638557117
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5s (Crystal Blue, 64 GB)",10999,Qualcomm Snapdragon 665 Processor,4.4,"24,323 Reviews",HD+ Mini Drop Display,9.305559638557117
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.56 cm (6.52 inch) HD Display,4 GB RAM | 128 GB ROM,"OPPO A9 2020 (Vanilla Mint, 128 GB)",12990,Qualcomm SM6125 Processor,4.3,"4,140 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.471935109664646
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Emerald Green, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Blue, 64 GB)",17999,Snapdragon 720G Processor,4.4,"3,991 Reviews",90 Hz Ultra Smooth Display,9.798071479779479
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Red, 128 GB)",18999,Snapdragon 720G Processor,4.4,"3,991 Reviews",90 Hz Ultra Smooth Display,9.85214162518454
4000 mAh Li-ion Polymer Battery,48MP + 2MP + Low Light Sensor | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix S5 Pro (Sea Blue, 64 GB)",11499,MediaTek Helio P35 (MTK6765) Processor,4.4,"1,595 Reviews",Pop Up AI Selfie Camera with Full View Display,9.350015354048665
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Crystal Green, 64 GB)",13999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"13,778 Reviews",VOOC Flash Charge 3.0,9.546741177474825
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Vivo Z1x (Fusion Blue, 128 GB)",17990,Qualcomm Snapdragon 712 AIE Processor,4.4,"16,078 Reviews",22.5 W Vivo Flash Charge,9.79757132694458
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Vivo Z1x (Phantom Purple, 128 GB)",17990,Qualcomm Snapdragon 712 AIE Processor,4.4,"16,078 Reviews",22.5 W Vivo Flash Charge,9.79757132694458
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet White, 64 GB)",14999,MediaTek Helio G90T Processor,4.4,"7,062 Reviews",90 Hz Ultra Smooth Display,9.61573881119536
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"POCO X2 (Atlantis Blue, 256 GB)",21499,Qualcomm Snapdragon 730G Processor,4.5,"5,322 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.975761701406148
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Sparkling Blue, 64 GB)",13999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"13,778 Reviews",VOOC Flash Charge 3.0,9.546741177474825
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A5s (Black, 64 GB)",9990,MTK MT6765 Processor,4.3,588 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.2093398716426
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Blue, 128 GB)",18999,Snapdragon 720G Processor,4.4,"3,991 Reviews",90 Hz Ultra Smooth Display,9.85214162518454
4000 mAh Li-ion Polymer Battery,48MP + 2MP + Low Light Sensor | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix S5 Pro (Forest Green, 64 GB)",11499,MediaTek Helio P35 (MTK6765) Processor,4.4,"1,595 Reviews",Pop Up AI Selfie Camera with Full View Display,9.350015354048665
4000 mAh Li-ion Polymer Battery,48MP + 2MP + Low Light Sensor | 16MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix S5 Pro (Violet, 64 GB)",11499,MediaTek Helio P35 (MTK6765) Processor,4.4,"1,595 Reviews",Pop Up AI Selfie Camera with Full View Display,9.350015354048665
5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 (Aqua Green, 64 GB)",13999,MediaTek Helio G85 Processor,4.4,35 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.546741177474825
5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 (Pebble Grey, 64 GB)",14498,MediaTek Helio G85 Processor,4.4,35 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.581765987860823
4500 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 32MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"Vivo V19 (Piano Black, 256 GB)",27990,Qualcomm Snapdragon 712 AIE Processor,4.4,470 Reviews,1 Year for Handset and 6 Months for In-box Accessories,10.2396025825095
4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Gamma Green, 128 GB)",17499,MediaTek Helio G90T Processor,4.4,"5,309 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.769899015421748
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Vivo Z1x (Phantom Purple, 128 GB)",18990,Qualcomm Snapdragon 712 AIE Processor,4.4,"2,295 Reviews",22.5 W Vivo Flash Charge,9.85166780380633
5000 mAh Li-ion Battery,13MP + 8MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo U10 (Electric Blue, 32 GB)",10990,Qualcomm Snapdragon 665 AIE Processor,4.4,"2,599 Reviews",18 W Fast Charging,9.304741047397666
4000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO Reno4 Pro (Silky White, 128 GB)",34990,Qualcomm Snapdragon 720G Octa Core Processor,4.7,38 Reviews,65W SuperVOOC 2.0,10.462817585361734
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 Pro (Glacier Blue, 128 GB)",24999,Qualcomm Snapdragon 855 Processor,4.5,"8,007 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.126591103050316
5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 64 GB ROM,"Redmi 8A Dual (Midnight Grey, 64 GB)",9899,Snapdragon 439  Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.200189020919808
5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A Dual (Sea Blue, 32 GB)",8299,Snapdragon 439 octa core processor Processor,4.2,310 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.023890304598448
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 Pro (Flame Red, 128 GB)",24999,Qualcomm Snapdragon 855 Processor,4.5,"8,007 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.126591103050316
6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M31 (Space Black, 128 GB)",19790,Samsung Exynos 9 Octa 9611 Processor,4.4,78 Reviews,1 year,9.892932038596612
4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO A31 (Mystery Black, 128 GB)",14990,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4.3,219 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.615138591096644
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X2 (Pearl Green, 128 GB)",20999,Qualcomm Snapdragon 730G Processor,4.5,"4,405 Reviews",30W VOOC 4.0 Fast Charger,9.952230096524119
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Black, 128 GB)",17990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"14,659 Reviews",Fast Charging,9.79757132694458
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Green and Greener, 128 GB)",16999,Qualcomm Snapdragon 720G Processor,4.5,"1,721 Reviews","1 Year for Handset, 6 Months for Accessories",9.74090979777877
5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 (Pebble Grey, 128 GB)",15864,MediaTek Helio G85 Processor,4.4,35 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.671807670199632
5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 (Aqua Green, 128 GB)",15891,MediaTek Helio G85 Processor,4.4,35 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.673508190212637
4000 mAh Lithium-ion Battery,13MP + 2MP | 5MP Front Camera,14.48 cm (5.7 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy M01 (Black, 32 GB)",9488,Qualcomm Snapdragon (SDM439) Octa Core Processor,4.2,434 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,9.157783121237507
4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A12 (Blue, 64 GB)",11490,MediaTek Helio P35 (MT6765V/CB) Processor,4.3,77 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.3492323708428
4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A12 (Blue, 32 GB)",9990,MediaTek Helio P35 (MT6765V/CB) Processor,4.3,994 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.2093398716426
4030 mAh Lithium-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo Y91i (Fusion Black, 32 GB)",8990,MediaTek Helio P22 Processor,4.3,206 Reviews,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.103868127465667
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Redmi K20 Pro (Carbon Black, 128 GB)",24999,Qualcomm Snapdragon 855 Processor,4.5,"8,007 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.126591103050316
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 128 GB ROM,"OPPO Reno2 F (Lake Green, 128 GB)",21990,MTK MT6771V(P70) 64bit Processor,4.4,306 Reviews,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,9.998343083548807
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F15 (Blazing Blue, 128 GB)",18990,Helio P70 Processor,4.4,"1,089 Reviews",VOOC Flash Charge 3.0 with 20W Fast Charging,9.85166780380633
4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X3 (Arctic White, 128 GB)",25999,Qualcomm Snapdragon 855+ Processor,4.4,468 Reviews,120 Hz Smooth Display,10.165813354725493
5000 mAh Li-ion Polymer Battery Battery,48MP + 2MP + 2MP + QVGA Rear Camera | 16MP Front Camera,16.64 cm (6.55 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Camon 15 (Fascinating Purple, 64 GB)",11499,Helio P22 MT6762 Processor,4.2,393 Reviews,Brand Warranty of 13 Months Available for Mobile and 1 Time Screen Replacement,9.350015354048665
5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Y50 (Pearl White, 128 GB)",17990,Qualcomm Snapdragon 665 Processor,4.4,237 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,9.79757132694458
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Realme X2 (Pearl Green, 64 GB)",17999,Qualcomm Snapdragon 730G Processor,4.5,"3,955 Reviews",30W VOOC 4.0 Fast Charger,9.798071479779479
5000 mAh Battery,16MP + 2MP + 8MP | 32MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Z1Pro (Sonic Blue, 128 GB)",17990,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,4.5,"14,660 Reviews",Fast Charging,9.79757132694458
4000 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A1K (Red, 32 GB)",9590,MT6762R Processor,4.3,576 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.168476167877484
