country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Qatar,2011,female,5-14 years,0.0,76170,Qatar2011,90490,Generation Z
Qatar,2011,female,55-74 years,0.0,18211,Qatar2011,90490,Boomers
Qatar,2011,female,75+ years,0.0,2064,Qatar2011,90490,Silent
Qatar,2011,male,5-14 years,0.0,84348,Qatar2011,90490,Generation Z
Qatar,2011,male,75+ years,0.0,2726,Qatar2011,90490,Silent
Qatar,2012,male,25-34 years,16.0,537337,Qatar2012,93270,Millenials
Qatar,2012,female,35-54 years,4.0,134674,Qatar2012,93270,Generation X
Qatar,2012,male,15-24 years,7.0,266285,Qatar2012,93270,Millenials
Qatar,2012,male,35-54 years,14.0,586307,Qatar2012,93270,Generation X
Qatar,2012,male,55-74 years,1.0,64600,Qatar2012,93270,Boomers
Qatar,2012,female,25-34 years,1.0,133051,Qatar2012,93270,Millenials
Qatar,2012,female,15-24 years,0.0,80919,Qatar2012,93270,Millenials
Qatar,2012,female,5-14 years,0.0,82707,Qatar2012,93270,Generation Z
Qatar,2012,female,55-74 years,0.0,19868,Qatar2012,93270,Boomers
Qatar,2012,female,75+ years,0.0,2314,Qatar2012,93270,Silent
Qatar,2012,male,5-14 years,0.0,91507,Qatar2012,93270,Generation Z
Qatar,2012,male,75+ years,0.0,3580,Qatar2012,93270,Silent
Qatar,2013,male,15-24 years,8.0,284327,Qatar2013,93066,Millenials
Qatar,2013,male,25-34 years,15.0,580440,Qatar2013,93066,Millenials
Qatar,2013,male,35-54 years,13.0,608776,Qatar2013,93066,Generation X
Qatar,2013,female,25-34 years,1.0,143703,Qatar2013,93066,Millenials
Qatar,2013,female,15-24 years,0.0,84449,Qatar2013,93066,Millenials
Qatar,2013,female,35-54 years,0.0,145530,Qatar2013,93066,Generation X
Qatar,2013,female,5-14 years,0.0,89888,Qatar2013,93066,Generation Z
Qatar,2013,female,55-74 years,0.0,21311,Qatar2013,93066,Boomers
Qatar,2013,female,75+ years,0.0,2575,Qatar2013,93066,Silent
Qatar,2013,male,5-14 years,0.0,97682,Qatar2013,93066,Generation Z
Qatar,2013,male,55-74 years,0.0,72220,Qatar2013,93066,Boomers
Qatar,2013,male,75+ years,0.0,4448,Qatar2013,93066,Silent
Qatar,2014,female,55-74 years,1.0,22469,Qatar2014,91587,Boomers
Qatar,2014,male,15-24 years,12.0,286756,Qatar2014,91587,Millenials
Qatar,2014,male,35-54 years,23.0,629627,Qatar2014,91587,Generation X
Qatar,2014,male,55-74 years,2.0,80029,Qatar2014,91587,Boomers
Qatar,2014,male,25-34 years,15.0,626535,Qatar2014,91587,Millenials
Qatar,2014,female,15-24 years,1.0,85593,Qatar2014,91587,Millenials
Qatar,2014,female,25-34 years,1.0,153842,Qatar2014,91587,Millenials
Qatar,2014,female,35-54 years,0.0,157182,Qatar2014,91587,Generation X
Qatar,2014,female,5-14 years,0.0,97388,Qatar2014,91587,Generation Z
Qatar,2014,female,75+ years,0.0,2802,Qatar2014,91587,Silent
Qatar,2014,male,5-14 years,0.0,104323,Qatar2014,91587,Generation Z
Qatar,2014,male,75+ years,0.0,5136,Qatar2014,91587,Silent
Qatar,2015,male,15-24 years,13.0,277494,Qatar2015,69937,Millenials
Qatar,2015,male,35-54 years,23.0,651297,Qatar2015,69937,Generation X
Qatar,2015,male,25-34 years,20.0,672458,Qatar2015,69937,Millenials
Qatar,2015,female,35-54 years,5.0,169638,Qatar2015,69937,Generation X
Qatar,2015,female,15-24 years,2.0,85120,Qatar2015,69937,Millenials
Qatar,2015,female,25-34 years,2.0,162310,Qatar2015,69937,Millenials
Qatar,2015,male,55-74 years,1.0,88140,Qatar2015,69937,Boomers
Qatar,2015,female,5-14 years,0.0,104727,Qatar2015,69937,Generation Z
Qatar,2015,female,55-74 years,0.0,23389,Qatar2015,69937,Boomers
Qatar,2015,female,75+ years,0.0,2996,Qatar2015,69937,Silent
Qatar,2015,male,5-14 years,0.0,110987,Qatar2015,69937,Generation Z
Qatar,2015,male,75+ years,0.0,5591,Qatar2015,69937,Silent
Qatar,2016,male,15-24 years,13.0,293525,Qatar2016,62484,Millenials
Qatar,2016,male,35-54 years,27.0,675747,Qatar2016,62484,Generation X
Qatar,2016,male,25-34 years,21.0,676108,Qatar2016,62484,Millenials
Qatar,2016,male,55-74 years,2.0,99266,Qatar2016,62484,Boomers
Qatar,2016,female,35-54 years,3.0,179374,Qatar2016,62484,Generation X
Qatar,2016,female,25-34 years,2.0,164901,Qatar2016,62484,Millenials
Qatar,2016,female,15-24 years,0.0,88675,Qatar2016,62484,Millenials
Qatar,2016,female,55-74 years,0.0,26182,Qatar2016,62484,Boomers
Qatar,2016,female,75+ years,0.0,3250,Qatar2016,62484,Silent
Qatar,2016,male,75+ years,0.0,6093,Qatar2016,62484,Silent
Republic of Korea,1985,male,75+ years,42.0,154800,Republic of Korea1985,2731,G.I. Generation
Republic of Korea,1985,male,55-74 years,393.0,1498300,Republic of Korea1985,2731,G.I. Generation
Republic of Korea,1985,male,35-54 years,903.0,4285700,Republic of Korea1985,2731,Silent
Republic of Korea,1985,male,25-34 years,655.0,3616800,Republic of Korea1985,2731,Boomers
Republic of Korea,1985,male,15-24 years,678.0,4413000,Republic of Korea1985,2731,Generation X
Republic of Korea,1985,female,75+ years,38.0,370700,Republic of Korea1985,2731,G.I. Generation
Republic of Korea,1985,female,55-74 years,161.0,2000500,Republic of Korea1985,2731,G.I. Generation
Republic of Korea,1985,female,15-24 years,296.0,4148300,Republic of Korea1985,2731,Generation X
Republic of Korea,1985,female,25-34 years,228.0,3568800,Republic of Korea1985,2731,Boomers
Republic of Korea,1985,female,35-54 years,262.0,4267400,Republic of Korea1985,2731,Silent
Republic of Korea,1985,male,5-14 years,20.0,4336000,Republic of Korea1985,2731,Generation X
Republic of Korea,1985,female,5-14 years,13.0,4056400,Republic of Korea1985,2731,Generation X
Republic of Korea,1986,male,75+ years,59.0,160500,Republic of Korea1986,3078,G.I. Generation
Republic of Korea,1986,male,55-74 years,377.0,1555500,Republic of Korea1986,3078,G.I. Generation
Republic of Korea,1986,male,35-54 years,827.0,4507500,Republic of Korea1986,3078,Silent
Republic of Korea,1986,male,25-34 years,671.0,3832600,Republic of Korea1986,3078,Boomers
Republic of Korea,1986,male,15-24 years,616.0,4499600,Republic of Korea1986,3078,Generation X
Republic of Korea,1986,female,75+ years,30.0,378000,Republic of Korea1986,3078,G.I. Generation
Republic of Korea,1986,female,25-34 years,250.0,3656500,Republic of Korea1986,3078,Boomers
Republic of Korea,1986,female,55-74 years,129.0,2039900,Republic of Korea1986,3078,G.I. Generation
Republic of Korea,1986,female,15-24 years,237.0,4244400,Republic of Korea1986,3078,Generation X
Republic of Korea,1986,female,35-54 years,236.0,4325800,Republic of Korea1986,3078,Silent
Republic of Korea,1986,male,5-14 years,18.0,4308100,Republic of Korea1986,3078,Generation X
Republic of Korea,1986,female,5-14 years,8.0,4032000,Republic of Korea1986,3078,Generation X
Republic of Korea,1987,male,75+ years,44.0,163700,Republic of Korea1987,3834,G.I. Generation
Republic of Korea,1987,male,55-74 years,380.0,1607800,Republic of Korea1987,3834,G.I. Generation
Republic of Korea,1987,male,25-34 years,675.0,3973800,Republic of Korea1987,3834,Boomers
Republic of Korea,1987,male,35-54 years,781.0,4617500,Republic of Korea1987,3834,Silent
Republic of Korea,1987,male,15-24 years,493.0,4536200,Republic of Korea1987,3834,Generation X
Republic of Korea,1987,female,75+ years,30.0,389400,Republic of Korea1987,3834,G.I. Generation
Republic of Korea,1987,female,55-74 years,152.0,2113500,Republic of Korea1987,3834,G.I. Generation
Republic of Korea,1987,female,25-34 years,254.0,3813900,Republic of Korea1987,3834,Boomers
Republic of Korea,1987,female,35-54 years,229.0,4388200,Republic of Korea1987,3834,Silent
Republic of Korea,1987,female,15-24 years,221.0,4265300,Republic of Korea1987,3834,Generation X
Republic of Korea,1987,male,5-14 years,27.0,4259100,Republic of Korea1987,3834,Generation X
Republic of Korea,1987,female,5-14 years,15.0,3986500,Republic of Korea1987,3834,Generation X
Republic of Korea,1988,male,75+ years,44.0,179000,Republic of Korea1988,5089,G.I. Generation
Republic of Korea,1988,male,55-74 years,281.0,1684400,Republic of Korea1988,5089,G.I. Generation
Republic of Korea,1988,male,35-54 years,691.0,4699000,Republic of Korea1988,5089,Silent
Republic of Korea,1988,male,25-34 years,575.0,4136900,Republic of Korea1988,5089,Boomers
Republic of Korea,1988,female,75+ years,47.0,412300,Republic of Korea1988,5089,G.I. Generation
Republic of Korea,1988,male,15-24 years,513.0,4503000,Republic of Korea1988,5089,Generation X
Republic of Korea,1988,female,55-74 years,141.0,2207300,Republic of Korea1988,5089,G.I. Generation
Republic of Korea,1988,female,25-34 years,206.0,3966200,Republic of Korea1988,5089,Boomers
Republic of Korea,1988,female,15-24 years,212.0,4255900,Republic of Korea1988,5089,Generation X
Republic of Korea,1988,female,35-54 years,213.0,4499800,Republic of Korea1988,5089,Silent
Republic of Korea,1988,male,5-14 years,14.0,4211600,Republic of Korea1988,5089,Generation X
Republic of Korea,1988,female,5-14 years,12.0,3945100,Republic of Korea1988,5089,Generation X
Republic of Korea,1989,male,75+ years,59.0,186600,Republic of Korea1989,6217,G.I. Generation
Republic of Korea,1989,male,55-74 years,314.0,1763900,Republic of Korea1989,6217,G.I. Generation
Republic of Korea,1989,male,35-54 years,693.0,4820500,Republic of Korea1989,6217,Silent
Republic of Korea,1989,male,25-34 years,574.0,4239100,Republic of Korea1989,6217,Boomers
Republic of Korea,1989,female,75+ years,46.0,429800,Republic of Korea1989,6217,G.I. Generation
Republic of Korea,1989,male,15-24 years,464.0,4502500,Republic of Korea1989,6217,Generation X
Republic of Korea,1989,female,55-74 years,136.0,2301300,Republic of Korea1989,6217,G.I. Generation
Republic of Korea,1989,female,25-34 years,233.0,4069200,Republic of Korea1989,6217,Boomers
Republic of Korea,1989,female,35-54 years,262.0,4618800,Republic of Korea1989,6217,Silent
Republic of Korea,1989,female,15-24 years,207.0,4256500,Republic of Korea1989,6217,Generation X
Republic of Korea,1989,male,5-14 years,20.0,4122100,Republic of Korea1989,6217,Generation X
Republic of Korea,1989,female,5-14 years,15.0,3861200,Republic of Korea1989,6217,Generation X
Republic of Korea,1990,male,75+ years,53.0,194400,Republic of Korea1990,7056,G.I. Generation
Republic of Korea,1990,male,55-74 years,352.0,1859100,Republic of Korea1990,7056,G.I. Generation
Republic of Korea,1990,male,35-54 years,736.0,4981300,Republic of Korea1990,7056,Silent
Republic of Korea,1990,male,25-34 years,550.0,4270100,Republic of Korea1990,7056,Boomers
Republic of Korea,1990,female,75+ years,52.0,450100,Republic of Korea1990,7056,G.I. Generation
Republic of Korea,1990,male,15-24 years,480.0,4502200,Republic of Korea1990,7056,Generation X
Republic of Korea,1990,female,25-34 years,269.0,4102400,Republic of Korea1990,7056,Boomers
Republic of Korea,1990,female,55-74 years,153.0,2400600,Republic of Korea1990,7056,G.I. Generation
Republic of Korea,1990,female,15-24 years,232.0,4250500,Republic of Korea1990,7056,Generation X
Republic of Korea,1990,female,35-54 years,242.0,4781300,Republic of Korea1990,7056,Silent
Republic of Korea,1990,male,5-14 years,26.0,4028200,Republic of Korea1990,7056,Generation X
Republic of Korea,1990,female,5-14 years,14.0,3769300,Republic of Korea1990,7056,Generation X
Republic of Korea,1991,male,75+ years,55.0,203800,Republic of Korea1991,8145,G.I. Generation
Republic of Korea,1991,male,55-74 years,331.0,1948900,Republic of Korea1991,8145,Silent
Republic of Korea,1991,male,35-54 years,708.0,5151700,Republic of Korea1991,8145,Boomers
Republic of Korea,1991,male,25-34 years,568.0,4281300,Republic of Korea1991,8145,Boomers
Republic of Korea,1991,female,75+ years,56.0,469000,Republic of Korea1991,8145,G.I. Generation
Republic of Korea,1991,male,15-24 years,451.0,4484500,Republic of Korea1991,8145,Generation X
Republic of Korea,1991,female,55-74 years,154.0,2489000,Republic of Korea1991,8145,Silent
Republic of Korea,1991,female,25-34 years,247.0,4115000,Republic of Korea1991,8145,Boomers
Republic of Korea,1991,female,35-54 years,256.0,4951200,Republic of Korea1991,8145,Boomers
Republic of Korea,1991,female,15-24 years,201.0,4226500,Republic of Korea1991,8145,Generation X
Republic of Korea,1991,male,5-14 years,26.0,3973100,Republic of Korea1991,8145,Millenials
Republic of Korea,1991,female,5-14 years,16.0,3699700,Republic of Korea1991,8145,Millenials
Republic of Korea,1992,male,75+ years,56.0,214000,Republic of Korea1992,8671,G.I. Generation
Republic of Korea,1992,male,55-74 years,438.0,2042700,Republic of Korea1992,8671,Silent
Republic of Korea,1992,male,35-54 years,823.0,5317000,Republic of Korea1992,8671,Boomers
Republic of Korea,1992,male,25-34 years,644.0,4294600,Republic of Korea1992,8671,Boomers
Republic of Korea,1992,female,75+ years,60.0,487200,Republic of Korea1992,8671,G.I. Generation
Republic of Korea,1992,male,15-24 years,480.0,4456500,Republic of Korea1992,8671,Generation X
Republic of Korea,1992,female,55-74 years,182.0,2578400,Republic of Korea1992,8671,Silent
Republic of Korea,1992,female,25-34 years,267.0,4125000,Republic of Korea1992,8671,Boomers
Republic of Korea,1992,female,35-54 years,312.0,5119600,Republic of Korea1992,8671,Boomers
Republic of Korea,1992,female,15-24 years,222.0,4195700,Republic of Korea1992,8671,Generation X
Republic of Korea,1992,male,5-14 years,26.0,3906100,Republic of Korea1992,8671,Millenials
Republic of Korea,1992,female,5-14 years,23.0,3634400,Republic of Korea1992,8671,Millenials
Republic of Korea,1993,male,75+ years,91.0,221700,Republic of Korea1993,9479,G.I. Generation
Republic of Korea,1993,male,55-74 years,524.0,2145400,Republic of Korea1993,9479,Silent
Republic of Korea,1993,male,35-54 years,1040.0,5494900,Republic of Korea1993,9479,Boomers
Republic of Korea,1993,female,75+ years,91.0,501700,Republic of Korea1993,9479,G.I. Generation
Republic of Korea,1993,male,25-34 years,646.0,4306500,Republic of Korea1993,9479,Boomers
Republic of Korea,1993,male,15-24 years,522.0,4405500,Republic of Korea1993,9479,Generation X
Republic of Korea,1993,female,25-34 years,322.0,4131600,Republic of Korea1993,9479,Boomers
Republic of Korea,1993,female,55-74 years,207.0,2673200,Republic of Korea1993,9479,Silent
Republic of Korea,1993,female,35-54 years,381.0,5301200,Republic of Korea1993,9479,Boomers
Republic of Korea,1993,female,15-24 years,253.0,4146800,Republic of Korea1993,9479,Generation X
Republic of Korea,1993,male,5-14 years,25.0,3855600,Republic of Korea1993,9479,Millenials
Republic of Korea,1993,female,5-14 years,22.0,3570700,Republic of Korea1993,9479,Millenials
Republic of Korea,1994,male,75+ years,105.0,227600,Republic of Korea1994,11073,G.I. Generation
Republic of Korea,1994,male,55-74 years,546.0,2249100,Republic of Korea1994,11073,Silent
Republic of Korea,1994,female,75+ years,93.0,512500,Republic of Korea1994,11073,G.I. Generation
Republic of Korea,1994,male,35-54 years,1025.0,5690100,Republic of Korea1994,11073,Boomers
Republic of Korea,1994,male,25-34 years,681.0,4326600,Republic of Korea1994,11073,Boomers
Republic of Korea,1994,male,15-24 years,479.0,4353800,Republic of Korea1994,11073,Generation X
Republic of Korea,1994,female,55-74 years,264.0,2774600,Republic of Korea1994,11073,Silent
Republic of Korea,1994,female,25-34 years,337.0,4144000,Republic of Korea1994,11073,Boomers
Republic of Korea,1994,female,35-54 years,383.0,5495100,Republic of Korea1994,11073,Boomers
Republic of Korea,1994,female,15-24 years,243.0,4098900,Republic of Korea1994,11073,Generation X
Republic of Korea,1994,female,5-14 years,30.0,3485300,Republic of Korea1994,11073,Millenials
Republic of Korea,1994,male,5-14 years,26.0,3787700,Republic of Korea1994,11073,Millenials
Republic of Korea,1995,male,75+ years,126.0,265000,Republic of Korea1995,13217,G.I. Generation
Republic of Korea,1995,male,55-74 years,638.0,2212100,Republic of Korea1995,13217,Silent
Republic of Korea,1995,male,35-54 years,1265.0,5928800,Republic of Korea1995,13217,Boomers
Republic of Korea,1995,female,75+ years,112.0,593200,Republic of Korea1995,13217,G.I. Generation
Republic of Korea,1995,male,25-34 years,759.0,4627000,Republic of Korea1995,13217,Generation X
Republic of Korea,1995,male,15-24 years,501.0,4349400,Republic of Korea1995,13217,Generation X
Republic of Korea,1995,female,55-74 years,281.0,2860400,Republic of Korea1995,13217,Silent
Republic of Korea,1995,female,25-34 years,373.0,4375500,Republic of Korea1995,13217,Generation X
Republic of Korea,1995,female,35-54 years,427.0,5725200,Republic of Korea1995,13217,Boomers
Republic of Korea,1995,female,15-24 years,301.0,4120600,Republic of Korea1995,13217,Generation X
Republic of Korea,1995,female,5-14 years,28.0,3367300,Republic of Korea1995,13217,Millenials
Republic of Korea,1995,male,5-14 years,30.0,3651900,Republic of Korea1995,13217,Millenials
Republic of Korea,1996,male,75+ years,166.0,279100,Republic of Korea1996,14071,G.I. Generation
Republic of Korea,1996,male,55-74 years,796.0,2313200,Republic of Korea1996,14071,Silent
Republic of Korea,1996,male,35-54 years,1533.0,6178700,Republic of Korea1996,14071,Boomers
Republic of Korea,1996,female,75+ years,150.0,616700,Republic of Korea1996,14071,G.I. Generation
Republic of Korea,1996,male,25-34 years,893.0,4615200,Republic of Korea1996,14071,Generation X
Republic of Korea,1996,male,15-24 years,619.0,4291000,Republic of Korea1996,14071,Generation X
Republic of Korea,1996,female,55-74 years,314.0,2965200,Republic of Korea1996,14071,Silent
Republic of Korea,1996,female,25-34 years,408.0,4363000,Republic of Korea1996,14071,Generation X
Republic of Korea,1996,female,15-24 years,367.0,4070800,Republic of Korea1996,14071,Generation X
Republic of Korea,1996,female,35-54 years,532.0,5968300,Republic of Korea1996,14071,Boomers
Republic of Korea,1996,female,5-14 years,44.0,3272200,Republic of Korea1996,14071,Millenials
Republic of Korea,1996,male,5-14 years,35.0,3573700,Republic of Korea1996,14071,Millenials
Republic of Korea,1997,male,75+ years,198.0,296400,Republic of Korea1997,12978,G.I. Generation
Republic of Korea,1997,male,55-74 years,868.0,2438200,Republic of Korea1997,12978,Silent
Republic of Korea,1997,female,75+ years,173.0,647600,Republic of Korea1997,12978,G.I. Generation
Republic of Korea,1997,male,35-54 years,1656.0,6387700,Republic of Korea1997,12978,Boomers
Republic of Korea,1997,male,25-34 years,881.0,4602700,Republic of Korea1997,12978,Generation X
Republic of Korea,1997,male,15-24 years,528.0,4231500,Republic of Korea1997,12978,Generation X
Republic of Korea,1997,female,55-74 years,341.0,3087800,Republic of Korea1997,12978,Silent
Republic of Korea,1997,female,25-34 years,458.0,4358400,Republic of Korea1997,12978,Generation X
Republic of Korea,1997,female,35-54 years,535.0,6163400,Republic of Korea1997,12978,Boomers
Republic of Korea,1997,female,15-24 years,321.0,4021600,Republic of Korea1997,12978,Generation X
Republic of Korea,1997,female,5-14 years,34.0,3201300,Republic of Korea1997,12978,Millenials
Republic of Korea,1997,male,5-14 years,31.0,3519500,Republic of Korea1997,12978,Millenials
Republic of Korea,1998,male,75+ years,258.0,316200,Republic of Korea1998,8624,G.I. Generation
Republic of Korea,1998,male,55-74 years,1398.0,2550700,Republic of Korea1998,8624,Silent
Republic of Korea,1998,male,35-54 years,2644.0,6568200,Republic of Korea1998,8624,Boomers
Republic of Korea,1998,female,75+ years,230.0,684600,Republic of Korea1998,8624,G.I. Generation
Republic of Korea,1998,male,25-34 years,1240.0,4604300,Republic of Korea1998,8624,Generation X
Republic of Korea,1998,male,15-24 years,629.0,4166000,Republic of Korea1998,8624,Generation X
Republic of Korea,1998,female,55-74 years,479.0,3195400,Republic of Korea1998,8624,Silent
Republic of Korea,1998,female,25-34 years,533.0,4381500,Republic of Korea1998,8624,Generation X
Republic of Korea,1998,female,35-54 years,714.0,6323400,Republic of Korea1998,8624,Boomers
Republic of Korea,1998,female,15-24 years,371.0,3956800,Republic of Korea1998,8624,Generation X
Republic of Korea,1998,female,5-14 years,42.0,3153700,Republic of Korea1998,8624,Millenials
Republic of Korea,1998,male,5-14 years,31.0,3494900,Republic of Korea1998,8624,Millenials
Republic of Korea,1999,male,75+ years,252.0,332800,Republic of Korea1999,11074,G.I. Generation
Republic of Korea,1999,male,55-74 years,1201.0,2634700,Republic of Korea1999,11074,Silent
Republic of Korea,1999,male,35-54 years,2087.0,6758500,Republic of Korea1999,11074,Boomers
Republic of Korea,1999,female,75+ years,213.0,712800,Republic of Korea1999,11074,G.I. Generation
Republic of Korea,1999,male,25-34 years,901.0,4611200,Republic of Korea1999,11074,Generation X
Republic of Korea,1999,female,55-74 years,464.0,3280700,Republic of Korea1999,11074,Silent
Republic of Korea,1999,male,15-24 years,496.0,4071500,Republic of Korea1999,11074,Generation X
Republic of Korea,1999,female,35-54 years,683.0,6497300,Republic of Korea1999,11074,Boomers
Republic of Korea,1999,female,25-34 years,411.0,4405400,Republic of Korea1999,11074,Generation X
Republic of Korea,1999,female,15-24 years,306.0,3859400,Republic of Korea1999,11074,Generation X
Republic of Korea,1999,female,5-14 years,30.0,3143200,Republic of Korea1999,11074,Millenials
Republic of Korea,1999,male,5-14 years,31.0,3509800,Republic of Korea1999,11074,Millenials
Republic of Korea,2000,male,75+ years,282.0,346040,Republic of Korea2000,12686,G.I. Generation
Republic of Korea,2000,male,55-74 years,1133.0,2714103,Republic of Korea2000,12686,Silent
Republic of Korea,2000,female,75+ years,238.0,737452,Republic of Korea2000,12686,G.I. Generation
Republic of Korea,2000,male,35-54 years,1890.0,6980476,Republic of Korea2000,12686,Boomers
Republic of Korea,2000,male,25-34 years,748.0,4584802,Republic of Korea2000,12686,Generation X
Republic of Korea,2000,female,55-74 years,481.0,3355684,Republic of Korea2000,12686,Silent
Republic of Korea,2000,male,15-24 years,408.0,3982626,Republic of Korea2000,12686,Generation X
Republic of Korea,2000,female,35-54 years,616.0,6714173,Republic of Korea2000,12686,Boomers
Republic of Korea,2000,female,25-34 years,353.0,4386309,Republic of Korea2000,12686,Generation X
Republic of Korea,2000,female,15-24 years,265.0,3767475,Republic of Korea2000,12686,Generation X
Republic of Korea,2000,male,5-14 years,20.0,3544949,Republic of Korea2000,12686,Millenials
Republic of Korea,2000,female,5-14 years,10.0,3157654,Republic of Korea2000,12686,Millenials
Republic of Korea,2001,male,75+ years,328.0,359104,Republic of Korea2001,11922,Silent
Republic of Korea,2001,male,55-74 years,1331.0,2796018,Republic of Korea2001,11922,Silent
Republic of Korea,2001,female,75+ years,306.0,766768,Republic of Korea2001,11922,Silent
Republic of Korea,2001,male,35-54 years,1989.0,7195715,Republic of Korea2001,11922,Boomers
Republic of Korea,2001,male,25-34 years,835.0,4535491,Republic of Korea2001,11922,Generation X
Republic of Korea,2001,female,55-74 years,520.0,3424102,Republic of Korea2001,11922,Silent
Republic of Korea,2001,female,35-54 years,640.0,6918865,Republic of Korea2001,11922,Boomers
Republic of Korea,2001,male,15-24 years,356.0,3912425,Republic of Korea2001,11922,Millenials
Republic of Korea,2001,female,25-34 years,344.0,4355767,Republic of Korea2001,11922,Generation X
Republic of Korea,2001,female,15-24 years,228.0,3688341,Republic of Korea2001,11922,Millenials
Republic of Korea,2001,female,5-14 years,21.0,3180198,Republic of Korea2001,11922,Millenials
Republic of Korea,2001,male,5-14 years,13.0,3578071,Republic of Korea2001,11922,Millenials
Republic of Korea,2002,male,75+ years,489.0,374816,Republic of Korea2002,13501,Silent
Republic of Korea,2002,female,75+ years,491.0,801199,Republic of Korea2002,13501,Silent
Republic of Korea,2002,male,55-74 years,1648.0,2906720,Republic of Korea2002,13501,Silent
Republic of Korea,2002,male,35-54 years,2444.0,7370094,Republic of Korea2002,13501,Boomers
Republic of Korea,2002,male,25-34 years,970.0,4480596,Republic of Korea2002,13501,Generation X
Republic of Korea,2002,female,55-74 years,664.0,3519055,Republic of Korea2002,13501,Silent
Republic of Korea,2002,female,35-54 years,845.0,7092799,Republic of Korea2002,13501,Boomers
Republic of Korea,2002,male,15-24 years,374.0,3836446,Republic of Korea2002,13501,Millenials
Republic of Korea,2002,female,25-34 years,401.0,4314215,Republic of Korea2002,13501,Generation X
Republic of Korea,2002,female,15-24 years,254.0,3602297,Republic of Korea2002,13501,Millenials
Republic of Korea,2002,female,5-14 years,17.0,3205108,Republic of Korea2002,13501,Millenials
Republic of Korea,2002,male,5-14 years,14.0,3606696,Republic of Korea2002,13501,Millenials
Republic of Korea,2003,male,75+ years,674.0,394465,Republic of Korea2003,14971,Silent
Republic of Korea,2003,male,55-74 years,2239.0,3032808,Republic of Korea2003,14971,Silent
Republic of Korea,2003,female,75+ years,601.0,843447,Republic of Korea2003,14971,Silent
Republic of Korea,2003,male,35-54 years,3005.0,7532153,Republic of Korea2003,14971,Boomers
Republic of Korea,2003,male,25-34 years,1086.0,4394597,Republic of Korea2003,14971,Generation X
Republic of Korea,2003,female,55-74 years,855.0,3624827,Republic of Korea2003,14971,Silent
Republic of Korea,2003,female,35-54 years,1091.0,7273425,Republic of Korea2003,14971,Boomers
Republic of Korea,2003,male,15-24 years,495.0,3769703,Republic of Korea2003,14971,Millenials
Republic of Korea,2003,female,25-34 years,503.0,4221700,Republic of Korea2003,14971,Generation X
Republic of Korea,2003,female,15-24 years,316.0,3526768,Republic of Korea2003,14971,Millenials
Republic of Korea,2003,female,5-14 years,18.0,3221172,Republic of Korea2003,14971,Millenials
Republic of Korea,2003,male,5-14 years,15.0,3620823,Republic of Korea2003,14971,Millenials
Republic of Korea,2004,male,75+ years,722.0,417832,Republic of Korea2004,16708,Silent
Republic of Korea,2004,male,55-74 years,2574.0,3153226,Republic of Korea2004,16708,Silent
Republic of Korea,2004,female,75+ years,695.0,890935,Republic of Korea2004,16708,Silent
Republic of Korea,2004,male,35-54 years,3227.0,7713408,Republic of Korea2004,16708,Boomers
Republic of Korea,2004,female,55-74 years,969.0,3722261,Republic of Korea2004,16708,Silent
Republic of Korea,2004,male,25-34 years,912.0,4306280,Republic of Korea2004,16708,Generation X
Republic of Korea,2004,female,35-54 years,1154.0,7465643,Republic of Korea2004,16708,Boomers
Republic of Korea,2004,female,25-34 years,496.0,4130154,Republic of Korea2004,16708,Generation X
Republic of Korea,2004,male,15-24 years,423.0,3697288,Republic of Korea2004,16708,Millenials
Republic of Korea,2004,female,15-24 years,277.0,3443539,Republic of Korea2004,16708,Millenials
Republic of Korea,2004,female,5-14 years,22.0,3222667,Republic of Korea2004,16708,Millenials
Republic of Korea,2004,male,5-14 years,21.0,3616737,Republic of Korea2004,16708,Millenials
Republic of Korea,2005,male,75+ years,780.0,442349,Republic of Korea2005,19460,Silent
Republic of Korea,2005,male,55-74 years,2680.0,3271489,Republic of Korea2005,19460,Silent
Republic of Korea,2005,female,75+ years,700.0,942895,Republic of Korea2005,19460,Silent
Republic of Korea,2005,male,35-54 years,3109.0,7909318,Republic of Korea2005,19460,Boomers
Republic of Korea,2005,female,55-74 years,986.0,3815878,Republic of Korea2005,19460,Silent
Republic of Korea,2005,male,25-34 years,1010.0,4254877,Republic of Korea2005,19460,Generation X
Republic of Korea,2005,female,25-34 years,679.0,4080577,Republic of Korea2005,19460,Generation X
Republic of Korea,2005,female,35-54 years,1179.0,7663628,Republic of Korea2005,19460,Boomers
Republic of Korea,2005,female,15-24 years,421.0,3334069,Republic of Korea2005,19460,Millenials
Republic of Korea,2005,male,15-24 years,426.0,3606285,Republic of Korea2005,19460,Millenials
Republic of Korea,2005,female,5-14 years,20.0,3223612,Republic of Korea2005,19460,Millenials
Republic of Korea,2005,male,5-14 years,21.0,3606907,Republic of Korea2005,19460,Millenials
Republic of Korea,2006,male,75+ years,722.0,466922,Republic of Korea2006,21753,Silent
Republic of Korea,2006,male,55-74 years,2506.0,3379258,Republic of Korea2006,21753,Silent
Republic of Korea,2006,female,75+ years,700.0,995303,Republic of Korea2006,21753,Silent
Republic of Korea,2006,male,35-54 years,2878.0,8129944,Republic of Korea2006,21753,Boomers
Republic of Korea,2006,female,55-74 years,895.0,3899641,Republic of Korea2006,21753,Silent
